nome,cnpj,produto,data,preco,bandeira
AUTO POSTO NOVA SANTA HELENA LTDA,09577104000138,ETANOL,24/02/2020,"2,949",BRANCA
FAROL VERDE AUTO POSTO LTDA,09585665000189,ETANOL,19/02/2020,"3,099",RAIZEN
SANTINHO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,09592101000173,GASOLINA,05/02/2020,"4,499",IPIRANGA
AUTO POSTO AVENIDA EIRELI,09595636000106,GASOLINA,28/02/2020,"4,69",PETROBRAS DISTRIBUIDORA S.A.
VIEIRA & MELO LTDA - ME,09597666000143,GASOLINA,12/02/2020,"4,379",PETROBRAS DISTRIBUIDORA S.A.
CENTRO AUTOMOTIVO TACARAA LTDA,09601656000134,ETANOL,26/02/2020,"3,099",BRANCA
AUTO POSTO CITY TATUAPE LTDA,09603651000140,ETANOL,24/02/2020,"2,949",BRANCA
AUTO POSTO TREVO DE CARAGUÁ LTDA,09603710000180,ETANOL,28/02/2020,"3,499",PETROBRAS DISTRIBUIDORA S.A.
POSTO NOBRE CONFIANÇA LTDA,09609009000179,ETANOL,18/02/2020,"3,459",RAIZEN
AUTO POSTO KIKA LTDA,09610316000170,ETANOL,24/02/2020,"3,099",RAIZEN
MONACO COMERCIO DE COMBUSTIVEIS LTDA,09613964000180,GASOLINA,05/02/2020,"4,589",RAIZEN
COLOMBO & SILVA LTDA,09615341000146,ETANOL,28/02/2020,"3,35",BRANCA
AUTO POSTO SANTA ANA LTDA,09615374000196,ETANOL,28/02/2020,"3,35",BRANCA
J & J COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,09618519000102,ETANOL,26/02/2020,"3,69",RAIZEN
AUTO POSTO DESEJO LTDA,09622438000186,ETANOL,27/02/2020,"3,69",BRANCA
AUTO POSTO PHOENIX DE ITAPETININGA LTDA,09622818000110,ETANOL,28/02/2020,"2,939",BRANCA
POSTO DE ABASTECIMENTO AMOR DA LEOPOLDINA LTDA,09632231000192,ETANOL,24/02/2020,"4,499",RAIZEN
AUTO POSTO DE GASOLINA RECREIO LTDA,09632463000140,GASOLINA,17/02/2020,"4,977",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO SANTORINI LTDA,09633734000182,ETANOL,28/02/2020,"4,398",RAIZEN
COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO CACUPE LTDA,09633776000113,ETANOL,27/02/2020,"4,099",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO MR LTDA,09635291000169,ETANOL,27/02/2020,"4,45",ALESAT
IZAAC COMERCIO DE COMBUSTIVEIS LTDA,09637346000170,ETANOL,18/02/2020,"3,079",IPIRANGA
PORTAL IMPERATRIZ AUTO POSTO LTDA - EPP,09637975000108,GASOLINA,05/02/2020,"4,89",IPIRANGA
AUTO POSTO TASSOS LTDA - ME,09638650000131,ETANOL,20/02/2020,"4,369",RAIZEN
J FERREIRA DOS REIS EIRELI - EPP,09639563000107,GASOLINA,26/02/2020,"4,58",EQUADOR
J FERREIRA DOS REIS EIRELI - EPP,09639563000280,GASOLINA,26/02/2020,"4,58",EQUADOR
ED COMÉRCIO DE COMBUSTÍVEIS LTDA,09647804000151,GASOLINA,12/02/2020,"4,49",BRANCA
AUTO POSTO PARTIDA LTDA,09648158000147,ETANOL,18/02/2020,"2,999",ALESAT
AUTO POSTO CENTENARIO BEBEDOURO LTDA - ME,09648159000191,ETANOL,19/02/2020,"2,999",BRANCA
POSTO ROFE LTDA,09654079000149,GASOLINA,27/02/2020,"4,239",SABBÁ
AUTO POSTO DUQUE CENTRO LTDA,09657803000198,GASOLINA,10/02/2020,"4,999",BRANCA
G A MENDES COMERCIO DE COMBUSTIVEIS LTDA,09660910000175,ETANOL,19/02/2020,"3,56",BRANCA
AUTO POSTO MASUT VII LTDA,09663620000185,GASOLINA,05/02/2020,"4,509",RAIZEN
TELES & BARRETO COMERCIO DE COMBUSTIVEIS LTDA - ME,09667118000142,GASOLINA,04/02/2020,"4,89",PETROBRAS DISTRIBUIDORA S.A.
POSTO CASSINO LTDA,09679671000103,ETANOL,24/02/2020,"3,39",BRANCA
DP AUTO POSTO LTDA,09688747000159,ETANOL,24/02/2020,"3,399",IPIRANGA
DP AUTO POSTO LTDA,09688747000230,ETANOL,24/02/2020,"3,447",IPIRANGA
POSTO SETE ANOES LTDA,09719902000157,ETANOL,27/02/2020,"3,579",RAIZEN
SERVICAR S/A,09798307000235,ETANOL,19/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
SERVICAR S/A,09798307000316,ETANOL,19/02/2020,"3,499",PETROBRAS DISTRIBUIDORA S.A.
SERVICAR S/A,09798307000588,ETANOL,24/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
OLIVEIRA LIMA LTDA,10023661000196,ETANOL,24/02/2020,"3,65",PETROBRAS DISTRIBUIDORA S.A.
POSTO ROSARINHO LTDA,10073781000289,GASOLINA,05/02/2020,"4,439",IPIRANGA
CENTRO AUTOMOTIVO TERRAZZA LTDA,10142614000161,ETANOL,24/02/2020,"3,099",IPIRANGA
AUTO POSTO BELLAGIO LTDA,10142625000141,GASOLINA,05/02/2020,"4,399",RAIZEN
OP DERIVADOS DE PETROLEO LTDA,10144742000144,ETANOL,25/02/2020,"4,599",IPIRANGA
AUTO POSTO EDROMA LTDA,10156128000100,ETANOL,28/02/2020,"3,09",RAIZEN
HELU COMERCIO DE COMBUSTIVEIS LTDA,10157459000157,ETANOL,25/02/2020,"3,54",BRANCA
F A FERNANDES POSTO DE GASOLINA E SERVICOS EIRELI,10169213000103,ETANOL,18/02/2020,"4,599",RAIZEN
COMERCIAL PEREIRA COMERCIO DE COMBUSTIVEIS LTDA - ME,10173102000162,ETANOL,18/02/2020,"3,99",PETROBRAS DISTRIBUIDORA S.A.
MAN GNV LTDA,10173887000254,GASOLINA,10/02/2020,"4,899",PETROBRAS DISTRIBUIDORA S.A.
COSTA COMÉRCIO DE PETRÓLEO LTDA,10176015000169,ETANOL,26/02/2020,"3,579",ALESAT
POSTO SACY LTDA,10189843000131,GASOLINA,04/02/2020,"4,78",RZD DISTRIBUIDORA
S ARAGÃO COMÉRCIO E REPRESENTAÇÕES LTDA,10190460000183,ETANOL,18/02/2020,"3,49",SABBÁ
REDE DE POSTOS SAGUI LTDA,10197775000152,GASOLINA,20/02/2020,"4,36",ATLÂNTICA
AUTO POSTO APECATU LTDA,10203184000140,ETANOL,28/02/2020,"2,949",BRANCA
 AUTO POSTO FERNANDO FALCÃO LTDA,10203186000130,ETANOL,26/02/2020,"3,199",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO NGF LTDA,10203445000122,ETANOL,24/02/2020,"4,099",BRANCA
AUTO POSTO VIA PRAIA LTDA,10203539000100,ETANOL,24/02/2020,"3,299",BRANCA
AUTO POSTO PORTAL DE INTERLAGOS LTDA,10203913000169,ETANOL,20/02/2020,"3,199",IPIRANGA
AUTO POSTO SAO JUDAS TADEU DO TATUAPE LTDA - ME,10203916000100,ETANOL,24/02/2020,"2,999",BRANCA
AUTO POSTO CANOA QUEBRADA - CE LTDA,10204389000140,ETANOL,28/02/2020,"2,949",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO ANDRONICO LTDA,10205175000199,ETANOL,20/02/2020,"3,399",IPIRANGA
AUTO POSTO SANTOS RIOS SR LTDA - ME,10218152000119,GASOLINA,13/02/2020,"4,565",IPIRANGA
L & M COMBUSTIVEIS LTDA,10218351000127,ETANOL,19/02/2020,"3,299",BRANCA
AUTO POSTO MAERSK LIMITADA,10219113000136,ETANOL,20/02/2020,"3,099",RAIZEN
AUTTO POSTO ESPELHO DO SOL LTDA,10219115000125,ETANOL,28/02/2020,"2,949",BRANCA
ONDA COMÉRCIO DE COMBUSTIVEIS LTDA,10220108000224,ETANOL,27/02/2020,"3,859",BRANCA
BUSS CEZAR COMERCIO DE COMBUSTIVEL LTDA - ME,10221722000120,GASOLINA,26/02/2020,"4,699",RAIZEN
VIA PORTO COMERCIO E SERVICOS AUTOMOTIVOS LTDA,10221953000133,ETANOL,24/02/2020,"3,299",IPIRANGA
AUTO POSTO APROVADO LTDA,10227812000128,GASOLINA,11/02/2020,"4,399",IPIRANGA
AUTO POSTO LUAUL LTDA,10228528000176,ETANOL,19/02/2020,"3,29",BRANCA
AFOGADOS COMERCIO DE COMBUSTIVEL LTDA - EPP,10231004000134,ETANOL,20/02/2020,"3,35",SETTA DISTRIBUIDORA
POSTO MARINA COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA,10233276000173,ETANOL,18/02/2020,"3,36",PETROBRAS DISTRIBUIDORA S.A.
VILA RICA COMBUSTÍVEIS LTDA,10234001000154,ETANOL,18/02/2020,"3,799",BRANCA
JOAO ALVES DE LIMA FILHO,10234284000134,GASOLINA,26/02/2020,"4,399",BRANCA
SAO LUCAS DISTRIBUIDORA DE PETROLEO LTDA,10238984000105,ETANOL,24/02/2020,"3,15",BRANCA
COMERCIAL JOSE BARRIGA DE COMBUSTIVEIS LTDA,10242354000104,ETANOL,28/02/2020,"3,199",BRANCA
M & M MEDEIROS LTDA - ME,10243691000108,GASOLINA,28/02/2020,"4,8",SABBÁ
A D OLIVEIRA & CIA LTDA,10249951000152,GASOLINA,24/02/2020,"4,559",IPIRANGA
POSTO PAULINHO LTDA,10250232000151,ETANOL,25/02/2020,"4,099",IPIRANGA
POSTO DE SERVICOS PETROPLUS LTDA,10251250000158,ETANOL,26/02/2020,"2,999",BRANCA
DERIVADOS DE PETROLEO MACHADO LTDA,10252971000182,GASOLINA,26/02/2020,"4,79",SABBÁ
DERIVADOS DE PETROLEO MACHADO LTDA,10252971000506,GASOLINA,04/02/2020,"4,79",BRANCA
I E COMÉRCIO DE DERIVADOS DE PETRÓLEO LIMITADA,10254592000121,GASOLINA,26/02/2020,"4,399",BRANCA
ANTONIO DE ALMEIDA CHAVES,10254688000270,GASOLINA,26/02/2020,"4,62",BRANCA
POSTO PAULISTA BRUTUS LTDA,10257090000154,ETANOL,26/02/2020,"2,999",BRANCA
AUTO POSTO ALMEIDA BRITO LTDA,10257487000146,ETANOL,26/02/2020,"3,6",PETROSERRA
AUTO POSTO ALMEIDA BRITO LTDA,10257487000227,ETANOL,26/02/2020,"3,6",PETROSERRA
V K COMERCIO DE DERIVADOS DE PETROLEO LTDA,10264755000157,GASOLINA,04/02/2020,"4,79",IPIRANGA
COMERCIO DE COMBUSTIVEIS NV LTDA - ME,10269693000176,GASOLINA,03/02/2020,"4,639",MAXSUL
POSTO ALIANCA LTDA,10269882000149,GASOLINA,17/02/2020,"4,299",BRANCA
AUTO POSTO BELA VISTA LTDA,10269927000266,ETANOL,26/02/2020,"3,44",BRANCA
AUTO POSTO ANA CAROLINA LTDA,10273096000115,GASOLINA,05/02/2020,"3,999",RAIZEN
CENTRO AUTOMOTIVO CAHEMA LTDA,10276028000100,ETANOL,26/02/2020,"3,095",RAIZEN
POSTO DE COMBUSTIVEL SERENO LTDA,10285271000194,GASOLINA,17/02/2020,"4,699",BRANCA
AUTO POSTO FESTA LTDA,10285445000119,GASOLINA,03/02/2020,"4,179",BRANCA
PLATAMO AUTO POSTO LTDA,10292626000172,ETANOL,27/02/2020,"3,259",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO DUBLIM LTDA,10292892000103,ETANOL,26/02/2020,"3,599",IPIRANGA
AUTOPOSTO SANTOS DUMONT LTDA - ME,10292914000127,ETANOL,19/02/2020,"3,45",BRANCA
C C P T COMERCIO DE COMBUSTIVEIS LTDA,10295430000131,ETANOL,25/02/2020,"3,05",BRANCA
POSTO DE SERVICO LUA NOVA LTDA,10296451000171,ETANOL,28/02/2020,"3,099",BRANCA
POSTO NOSSA SENHORA DE FATIMA LTDA,10297232000107,GASOLINA,04/02/2020,"4,579",BRANCA
POSTO PERNAMBUCANO LTDA,10298651000163,ETANOL,27/02/2020,"3,699",PETROBRAS DISTRIBUIDORA S.A.
POSTO PERNAMBUCANO LTDA,10298651000244,ETANOL,18/02/2020,"3,89",PETROBRAS DISTRIBUIDORA S.A.
CIDADE NOVA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,10298695000193,ETANOL,26/02/2020,"3,569",BRANCA
IBRAHIM DUAILIBE & CIA LTDA,10300358000193,GASOLINA,26/02/2020,"4,78",BRANCA
COMERCIAL DE COMBUSTIVEIS VOTUPORANGA LTDA,10303275000158,ETANOL,26/02/2020,"3,099",IPIRANGA
AUTO POSTO GP-8 LTDA,10305116000192,ETANOL,18/02/2020,"3,199",IPIRANGA
AUTO POSTO LUAR DE VISTA ALEGRE LTDA,10305667000156,ETANOL,17/02/2020,"3,949",BRANCA
PARQUE DOS CAMARGOS COM VAREJ DE COMBUSTÍVEIS LTDA,10306689000130,ETANOL,28/02/2020,"2,999",RAIZEN
POSTO DE SERVICOS 1991 LTDA,10308272000107,ETANOL,26/02/2020,"3,099",IPIRANGA
ALPHA CONSTRUCOES EIRELI,10310039000240,GASOLINA,27/02/2020,"4,439",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE GASOLINA CIDADE DO PORTO LTDA - ME,10317382000135,ETANOL,27/02/2020,"4,399",RAIZEN
AUTO POSTO ILHA NEGRA LTDA,10317892000102,ETANOL,26/02/2020,"3,498",IPIRANGA
AUTO POSTO PEROLA DO M'BOI MIRIM LTDA,10317955000120,GASOLINA,05/02/2020,"4,279",BRANCA
AUTO POSTO BOULEVARD XV SAO PAULO LTDA,10318089000192,ETANOL,19/02/2020,"2,899",BRANCA
AUTO POSTO PADRAO LTDA,10321549000131,ETANOL,26/02/2020,"3,07",BRANCA
ABUDABI COMÉRCIO DE COMBUSTÍVEL LTDA,10327438000132,ETANOL,28/02/2020,"2,949",BRANCA
POSTO SAFF LTDA,10327548000102,ETANOL,25/02/2020,"3,149",IPIRANGA
GOMES & ALVES COMERCIO DE COMBUSTIVEIS LTDA,10329238000119,GASOLINA,19/02/2020,"4,499",TDC DISTRIBUIDORA
POSTO DE GASOLINA JARDIM DA FREGUESIA LTDA,10330237000194,GASOLINA,11/02/2020,"4,999",RAIZEN
COMERCIAL AGRICOLA SUSSUAPARA LTDA,10330389001088,ETANOL,27/02/2020,"3,79",PETROBRAS DISTRIBUIDORA S.A.
M V SUZUKI AUTO POSTO LTDA,10330675000152,ETANOL,25/02/2020,"3,29",BRANCA
AUTO POSTO LINHARES LTDA,10331576000195,ETANOL,26/02/2020,"3,49",IPIRANGA
SAO FRANCISCO PETROLEO LTDA,10336626000127,ETANOL,28/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
SAO FRANCISCO PETROLEO LTDA,10336626000208,GASOLINA,12/02/2020,"4,59",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO FENIX JAPAO LTDA,10337164000162,ETANOL,24/02/2020,"3,099",IPIRANGA
ALPHAVILLE COMÉRCIO DE COMBUSTÍVEIS LTDA,10339662000144,GASOLINA,11/02/2020,"4,299",PETROBRAS DISTRIBUIDORA S.A.
POSTO BRAGA CAMBEBA EIRELI,10343353000148,ETANOL,19/02/2020,"3,899",IPIRANGA
UMUARAMA COMERCIO DE COMBUSTIVEIS LTDA,10348963000134,ETANOL,28/02/2020,"3,38",STANG
AUTO POSTO DE ABASTECIMENTO SILVA & SILVA LTDA,10350040000117,ETANOL,26/02/2020,"2,939",BRANCA
G AUTO POSTO LTDA,10350738000132,ETANOL,26/02/2020,"2,977",BRANCA
AUTO POSTO REDE LESTE COMERCIO DE COMBUSTIVEIS LTDA,10351307000190,GASOLINA,13/02/2020,"4,249",RAIZEN
SUPER GAMES COMERCIAL LTDA,10352227000150,GASOLINA,27/02/2020,"4,199",SABBÁ
GASOLEOS PINHEIRO LTDA,10356251000167,ETANOL,26/02/2020,"3,999",SABBÁ
AUTO POSTO BAKANA COMÉRCIO DE DERIVADOS DE PETROLEO LTDA,10356914000143,ETANOL,27/02/2020,"3,49",BRANCA
CCRS AUTO POSTO - EIRELI,10361182000180,ETANOL,19/02/2020,"3,099",BRANCA
AUTO POSTO VRW LTDA,10361185000113,ETANOL,24/02/2020,"2,959",BRANCA
ECODRIVE COMBUSTIVEIS LTDA,10361343000135,ETANOL,28/02/2020,"3,84",BRANCA
AUTO POSTO BELAS ARTES LTDA EPP,10361443000161,ETANOL,18/02/2020,"3,199",RAIZEN
AUTO POSTO SANTO AGOSTINHO LTDA,10363342000120,ETANOL,24/02/2020,"3,199",IPIRANGA
POSTO GAVEA FORMULA 1 LTDA,10363672000115,ETANOL,28/02/2020,"3,159",BRANCA
PINTO DA COSTA COMERCIO EIRELI,10367404000171,ETANOL,27/02/2020,"3,98",BRANCA
T J DE SANTANA COMERCIO DE COMBUSTIVEIS EIRELI,10369948000172,ETANOL,26/02/2020,"3,299",BRANCA
POSTO DE GNV SERVAUTO II LTDA,10371066000141,GASOLINA,12/02/2020,"4,899",BRANCA
AUTO POSTO BANDEIRA 5 LTDA,10373700000185,ETANOL,24/02/2020,"3,029",BRANCA
AUTO POSTO VILA BARONI LTDA,10374920000123,ETANOL,26/02/2020,"2,899",BRANCA
POSTO FORUM RIBEIRAO PRETO LTDA,10375051000151,GASOLINA,05/02/2020,"4,499",IPIRANGA
RIBANCEIRA COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES LTDA,10375356000163,ETANOL,26/02/2020,"3,077",IPIRANGA
AUTO POSTO GRIGOLETO LTDA,10376359000200,ETANOL,26/02/2020,"2,999",RAIZEN
RPI - REDE DE POSTOS ITAUNA LTDA,10377791000127,ETANOL,26/02/2020,"3,59",BRANCA
RPI - REDE DE POSTOS ITAUNA LTDA,10377791000470,ETANOL,24/02/2020,"3,499",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO PORTAL DO RIO REAL LTDA,10381592000192,ETANOL,28/02/2020,"3,299",RAIZEN
BEZERRA COMERCIO DE COMBUSTIVEL LTDA,10383433001280,ETANOL,27/02/2020,"3,69",RAIZEN
ALFREDO FELIPE VIEIRA - ME,10384139000130,ETANOL,19/02/2020,"3,79",SP
AUTO POSTO MASUT IX LTDA,10384624000103,GASOLINA,12/02/2020,"4,559",MASUT DISTRIBUIDORA
AUTO POSTO BANDEIRA 6 LTDA,10385174000173,ETANOL,24/02/2020,"3,029",BRANCA
VICIOLI GOMES & CIA LTDA,10385260000186,GASOLINA,05/02/2020,"4,599",ALESAT
GRAÇAS COMBUSTÍVEIS LTDA,10385745000170,GASOLINA,06/02/2020,"4,499",RAIZEN
AUTO POSTO CENTRAL LTDA,10390482000197,ETANOL,26/02/2020,"3,69",ALESAT
COMERCIAL DE PETROLEO OROS LIMITADA,10392942000388,GASOLINA,27/02/2020,"4,87",BRANCA
AUTO POSTO PARADA DA SERRA EIRELI - EPP,10393997000140,ETANOL,26/02/2020,"3,55",BRANCA
IGAS COMERCIO DE COMBUSTIVEIS LTDA,10394030000264,ETANOL,20/02/2020,"2,968",ALESAT
POSTO DE COMBUSTÍVEIS BERNARDINHO E SILVA LTDA,10395660000172,ETANOL,26/02/2020,"3,3",IPIRANGA
MOURA REVENDEDORA DE PETRÓLEO LTDA,10395795000138,ETANOL,18/02/2020,"3,67",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO ESTRELA DE FRANCA LTDA,10397728000152,ETANOL,28/02/2020,"3,159",BRANCA
AUTO POSTO RAVELLO LTDA,10397729000105,ETANOL,27/02/2020,"3,099",BRANCA
POSTO DE SERVICOS 2500 LTDA - ME,10400896000150,ETANOL,28/02/2020,"3,299",BRANCA
SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,ETANOL,26/02/2020,"3,79",BRANCA
POSTO SOL COMERCIO DE COMBUSTIVEIS LTDA,10405989000177,ETANOL,28/02/2020,"3,79",RAIZEN
AUTO POSTO HERBIE 53 LTDA,10408351000190,ETANOL,25/02/2020,"3,55",BRANCA
M SEABRA & CIA LTDA,10408938000107,ETANOL,24/02/2020,"3,39",BRANCA
AUTO POSTO ESTAÇÃO ITAQUA LTDA,10410220000147,ETANOL,24/02/2020,"2,999",BRANCA
CENTRO DE ABASTECIMENTO N SETE LTDA - EPP,10412400000168,ETANOL,26/02/2020,"2,899",BRANCA
QUATRO AMIGOS POSTO E SERVIÇOS LTDA,10417069000179,ETANOL,17/02/2020,"3,829",BRANCA
AUTO POSTO E SERVIÇO UNO PARRON LTDA,10421165000190,GASOLINA,11/02/2020,"4,399",RAIZEN
POSTO MARIO ROBERTO PIT STOP EIRELI,10424656000195,GASOLINA,06/02/2020,"4,599",IPIRANGA
LOURENCO ARAUJO FORTES E FILHOS LTDA  - ME,10427868000126,ETANOL,27/02/2020,"4,12",BRANCA
DONINI STOP CAR AUTO POSTO LTDA,10429536000180,GASOLINA,06/02/2020,"4,259",BRANCA
AUTO POSTO LUCHES LTDA - EPP,10431578000156,ETANOL,27/02/2020,"3,299",RAIZEN
C L R COMERCIAL DE COMBUSTIVEIS LTDA,10440289000113,GASOLINA,12/02/2020,"4,75",IPIRANGA
AEROPORTO COMERCIO DE DERIVADOS DE PETROLEO LTDA,10442025000107,ETANOL,28/02/2020,"3,159",BRANCA
POSTO DE SERVICOS AUTOMOTIVOS E COMERCIO DE COMBUSTIVEIS TOURIGA LTDA,10445677000197,ETANOL,19/02/2020,"3,049",IPIRANGA
O A N DE MELO,10447142000155,GASOLINA,04/02/2020,"4,389",BRANCA
POSTO VIADUTO COMÉRCIO VAREJISTA DE COMBUSTÍVEIS LTDA,10458449000151,ETANOL,26/02/2020,"3,29",IPIRANGA
POSTO GARAGEM NOVO MODELO LTDA,10458649000104,ETANOL,24/02/2020,"3,749",BRANCA
D & D COMERCIO DE COMBUSTIVEIS LTDA,10458921000156,ETANOL,19/02/2020,"3,19",BRANCA
POSTO AVENIDA HELIO PRATES LTDA,10459168000113,ETANOL,20/02/2020,"3,599",RAIZEN
AUTO POSTO RIO BRANCO DE BIRIGUI LTDA,10460379000176,ETANOL,26/02/2020,"2,96",BRANCA
AUTO POSTO SUPER PARADA LTDA,10463160000120,GASOLINA,03/02/2020,"4,379",IPIRANGA
AUTO POSTO NOVA CONCEICAO LTDA,10466088000195,ETANOL,19/02/2020,"3,099",RAIZEN
SÃO LUIS - COMERCIO VAREJISTA DE COMBUSTÍVEIS LTDA,10466459000139,GASOLINA,05/02/2020,"4,799",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO BR CAROLINA FLORENCE LTDA,10467586000152,GASOLINA,11/02/2020,"4,497",PETROBRAS DISTRIBUIDORA S.A.
MP CANAA COMERCIO DE COMBUSTIVEIS LTDA,10467701000199,ETANOL,26/02/2020,"3,79",RAIZEN
REIS MAGOS COMERCIAL DE PETROLEO LTDA,10469809000110,ETANOL,25/02/2020,"3,69",PETROBRAS DISTRIBUIDORA S.A.
VITORIA REGIA COMERCIO DE PETROLEO LTDA,10470119000262,GASOLINA,18/02/2020,"4,69",BRANCA
VITORIA REGIA COMERCIO DE PETROLEO LTDA,10470119000343,ETANOL,18/02/2020,"3,49",BRANCA
VITORIA REGIA COMERCIO DE PETROLEO LTDA,10470119000424,GASOLINA,18/02/2020,"4,69",BRANCA
AUTO POSTO NOVA VIDA DE MOGI GUACU LTDA,10472107000196,ETANOL,27/02/2020,"3,099",BRANCA
AUTO POSTO LOZZI LTDA,10476369000129,ETANOL,28/02/2020,"3,31",BRANCA
AUTO POSTO PORÃ LTDA,10476572000103,ETANOL,26/02/2020,"3,19",BRANCA
POSTO ESPACO BOTANICO LTDA,10478604000100,GASOLINA,12/02/2020,"4,599",RAIZEN
DALLAS DERIVADOS DE PETROLEO LTDA,10478691000197,ETANOL,26/02/2020,"3,69",PETROBRAS DISTRIBUIDORA S.A.
DALLAS DERIVADOS DE PETROLEO LTDA,10478691000359,ETANOL,27/02/2020,"3,799",PETROBRAS DISTRIBUIDORA S.A.
DALLAS DERIVADOS DE PETROLEO LTDA,10478691000510,ETANOL,26/02/2020,"3,599",IPIRANGA
DALLAS DERIVADOS DE PETROLEO LTDA,10478691000600,GASOLINA,12/02/2020,"4,699",PETROBRAS DISTRIBUIDORA S.A.
GERSON APARECIDO CARREIRA,10481639000190,ETANOL,26/02/2020,"2,99",BRANCA
IEDA Q PINHEIRO,10482040000170,ETANOL,28/02/2020,"3,79",IPIRANGA
AUTO POSTO SCAPIM LTDA - ME,10482745000198,ETANOL,27/02/2020,"3,46",BRANCA
ITAIM FUEL AUTO POSTO LTDA,10484700000152,ETANOL,19/02/2020,"2,999",BRANCA
POSTO DE SERVICOS AUTOMOTIVOS E COMERCIO DE COMBUSTIVEIS CABERNET LTDA,10492211000142,ETANOL,17/02/2020,"3,149",IPIRANGA
AUTO POSTO ANA JACINTA LTDA,10495673000113,GASOLINA,05/02/2020,"4,249",BRANCA
AUTO POSTO VILA ANTARTICA LTDA EPP,10497104000107,ETANOL,19/02/2020,"3,399",IPIRANGA
POSTO NOVA MADALENA LTDA,10500294000174,GASOLINA,13/02/2020,"4,399",PETROBRAS DISTRIBUIDORA S.A.
POSTO LIMA LTDA,10502173000161,GASOLINA,11/02/2020,"4,09",SABBÁ
ALVORADA COMBUSTIVEIS LTDA,10503123000107,ETANOL,19/02/2020,"3,42",IPIRANGA
AUTO POSTO PETROVALE DE MOGI LTDA - ME,10504308000128,GASOLINA,11/02/2020,"4,499",IPIRANGA
AUTO POSTO ESTAÇÃO ANCHIETA LTDA,10504319000108,ETANOL,20/02/2020,"3,099",RAIZEN
AUTO POSTO R5 LTDA - ME,10504321000187,ETANOL,18/02/2020,"3,099",BRANCA
A5 AUTO POSTO LTDA,10504341000158,ETANOL,26/02/2020,"3,199",BRANCA
COMERCIO DE COMBUSTIVEIS TERMINAL PARQUE LTDA,10506396000105,ETANOL,24/02/2020,"3,099",BRANCA
AUTO POSTO SERVICE ESTRELA DE OSASCO LTDA,10508089000155,ETANOL,28/02/2020,"2,799",BRANCA
POSTO SILVA LOBO LTDA,10508916000100,ETANOL,19/02/2020,"3,239",PETROBRAS DISTRIBUIDORA S.A.
COMERCIAL BALEIA DE COMBUSTIVEIS LTDA,10511460000138,ETANOL,17/02/2020,"3,98",SP
FRIOL & CIA LTDA,10512557000165,ETANOL,26/02/2020,"3,199",RAIZEN
AUTO POSTO PORTO GUARUJA LTDA,10513750000110,ETANOL,19/02/2020,"3,199",BRANCA
POSTO UNIVERSO LTDA,10513796000130,GASOLINA,10/02/2020,"4,899",PETROBRAS DISTRIBUIDORA S.A.
BR CORONEL VEIGA COMBUSTÍVEIS LTDA,10514757000157,ETANOL,24/02/2020,"4,199",PETROBRAS DISTRIBUIDORA S.A.
PAPAGAIO COMÉRCIO E DERIVADOS DE PETRÓLEO LTDA,10515414000107,ETANOL,27/02/2020,"3,599",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO JJ JUNIOR LTDA - ME,10515562000121,ETANOL,27/02/2020,"3,299",BRANCA
POSTO TOTA LTDA,10515824000158,GASOLINA,12/02/2020,"4,599",RAIZEN
POSTO MAURO RAMOS EIRELI,10517939000181,GASOLINA,12/02/2020,"4,479",IPIRANGA
AUTO POSTO CONFIANTE DE LIMEIRA LTDA,10520957000112,ETANOL,26/02/2020,"2,989",RAIZEN
POSTO DE COMBUSTIVEIS JARDINS EIRELI,10522077000185,GASOLINA,24/02/2020,"3,83",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE COMBUSTIVEIS JARDINS EIRELI,10522077000266,GASOLINA,24/02/2020,"3,76",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE GASOLINA AUSTIN LTDA,10524236000180,GASOLINA,10/02/2020,"4,999",BRANCA
ADEILZA GUEIROS TENORIO,10525322000108,ETANOL,19/02/2020,"3,359",BRANCA
